description,price,description_clean
Single family home with a safe and peaceful neighborhood. Great views from the backyard backing the greenbelt and Austin watershed. This locality has highly acclaimed schools of Austin. Walkable distance to Laurel Mountain Elementary School and Canyon Vista Middle School.Restrictions: Yes  Sprinkler Sys:Yes,419000.0,single family home with a safe and peaceful neighborhood. great views from the backyard backing the greenbelt and austin watershed. this locality has highly acclaimed schools of austin. walkable distance to laurel mountain elementary school and canyon vista middle school.restrictions yes sprinkler sys yes
"Two bedroom, 2 bath home with french doors leading to the sun room. New Hardi-plank siding in March 2020 w/25 yr transferable warranty. Laminate flooring in the living area. Galley style kitchen with breakfast bar. Sun room could be office or playroom. Located off Wells Branch close to major retailers and parks.",270000.0,"two bedroom, 2 bath home with french doors leading to the sun room. new hardi-plank siding in march 2020 w/25 yr transferable warranty. laminate flooring in the living area. galley style kitchen with breakfast bar. sun room could be office or playroom. located off wells branch close to major retailers and parks."
"Amazing home in Barrington Oaks. 2 MASTER BEDROOMS, new tile, carpet, lighting and paint. Fantastic outdoor area with pool. Great for entertaining friends and family!",389900.0,"amazing home in barrington oaks. 2 master bedrooms, new tile, carpet, lighting and paint. fantastic outdoor area with pool. great for entertaining friends and family!"
"Open concept floor plan with abundant spaces! True 4 bedroom, 3 full baths w 1 bedroom on main level.  Master up with 2 secondary bedrooms, loft/game room space and laundry.  Main level features formal living and dining, family room with fireplace, open granite island kitchen and views of the back yard! Updated lighting, fixtures, flooring, fresh paint and more! Oversized master suite and updated master bath! Formal living space is flexible and could easily work as study. Great covered patio & large yard.",375000.0,"open concept floor plan with abundant spaces! true 4 bedroom, 3 full baths w 1 bedroom on main level. master up with 2 secondary bedrooms, loft/game room space and laundry. main level features formal living and dining, family room with fireplace, open granite island kitchen and views of the back yard! updated lighting, fixtures, flooring, fresh paint and more! oversized master suite and updated master bath! formal living space is flexible and could easily work as study. great covered patio large yard."
"14519 Robert I Walker Blvd, Austin, TX 78728 is a single family home that contains 1,043 sq ft and was built in 1984. It contains 2 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $279,661. The Rent Zestimate for this home is $1,650/mo. ",248000.0,"14519 robert i walker blvd, austin, tx 78728 is a single family home that contains 1,043 sq ft and was built in 1984. it contains 2 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Great Hills area charmer on a private corner lot w/mature trees, just yards away from the entrance to hiking trails. MOVE IN READY. Plenty of natural light. 2 living areas for flexibility. Kitchen w/stainless appliances opens to breakfast area & family room. Spacious formal living has a cozy fireplace. Large master w/WIC, garden tub & double vanities. Relax on a 2-level deck in the shaded back yard under plenty of large trees. All this AND conveniently located near The Domain w/access to downtown in minutes! A MUST SEE!",329900.0,"great hills area charmer on a private corner lot w/mature trees, just yards away from the entrance to hiking trails. move in ready. plenty of natural light. 2 living areas for flexibility. kitchen w/stainless appliances opens to breakfast area family room. spacious formal living has a cozy fireplace. large master w/wic, garden tub double vanities. relax on a 2-level deck in the shaded back yard under plenty of large trees. all this and conveniently located near the domain w/access to downtown in minutes! a must see!"
"PRICE REDUCED! Fully renovated and move-in ready. This home boasts sophisticated upgrades including new windows, fully renovated master suite, fresh paint, and new carpet throughout. Private quarters on main floor, plus bonus 5th bedroom off the master suite. Large backyard with 2 covered porches, koi ponds, and fruit trees. Located in exemplary Round Rock ISD; close to Arboretum, Domain, plus nearby access to Highway 183, Mopac, and Loop 360. $100k invested in updates over the last year!",724500.0,"price reduced! fully renovated and move-in ready. this home boasts sophisticated upgrades including new windows, fully renovated master suite, fresh paint, and new carpet throughout. private quarters on main floor, plus bonus 5th bedroom off the master suite. large backyard with 2 covered porches, koi ponds, and fruit trees. located in exemplary round rock isd close to arboretum, domain, plus nearby access to highway 183, mopac, and loop 360. k invested in updates over the last year!"
"11003 Galleria Cv, Austin, TX 78759 is a single family home that contains 2,115 sq ft and was built in 1990. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $606,120. The Rent Zestimate for this home is $2,650/mo. ",505900.0,"11003 galleria cv, austin, tx 78759 is a single family home that contains 2,115 sq ft and was built in 1990. it contains 3 bedrooms and 3 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Backyard Oasis! This beautiful home sits on almost 1/4 acres & it's on a cul-de-sac! Feel like you are in paradise & only a few minutes from main throughways. Home boasts a welcoming feeling from head to toe. Hardwood floors, bright & spacious family room, & a great/media room are just a few lovely features. Amazing views from almost every window that look out to the relaxing backyard and it's lush trees. Home has 2 master suites, one up & one down, master bath w/garden tub and tall ceilings throughout.You can enjoy relaxing walks throughout the beautiful lakes located less than ten minutes walking distance away & swim in either of two huge pools!",234900.0,"backyard oasis! this beautiful home sits on almost 1/4 acres it s on a cul-de-sac! feel like you are in paradise only a few minutes from main throughways. home boasts a welcoming feeling from head to toe. hardwood floors, bright spacious family room, a great/media room are just a few lovely features. amazing views from almost every window that look out to the relaxing backyard and it s lush trees. home has 2 master suites, one up one down, master bath w/garden tub and tall ceilings throughout.you can enjoy relaxing walks throughout the beautiful lakes located less than ten minutes walking distance away swim in either of two huge pools!"
"This stunning 1-story home welcomes you with an elegant entry foyer w/art niches, double-vaulted ceiling, hand-scraped wood floors. Family room opens to breakfast area & updated kitchen w/stainless appliances, granite countertops, ceramic floors, eye-catching cabinets & tons of natural light. Spacious master w/2 walk-in closets, sitting area, wall-of-windows, pool & private backyard! Located in the RRISD w/easy access to 183 & 360.",560000.0,"this stunning 1-story home welcomes you with an elegant entry foyer w/art niches, double-vaulted ceiling, hand-scraped wood floors. family room opens to breakfast area updated kitchen w/stainless appliances, granite countertops, ceramic floors, eye-catching cabinets tons of natural light. spacious master w/2 walk-in closets, sitting area, wall-of-windows, pool private backyard! located in the rrisd w/easy access to 183 360."
"Location, Great Schools, Corner Lot, and a beautifully maintained home on a corner lot with NO HOA.  This home has it all and a huge level lot.  This is a must see and it won't last long.  Backyard is perfect for running around, with room for a vegetable garden and has a separate dog run.  This 4 bedroom home with master down has a extra large 4th bedroom that can be used as a game room, and it walks out to a covered porch the width of the house.  No carpet on the first floor, No popcorn ceiling!!!!",495000.0,"location, great schools, corner lot, and a beautifully maintained home on a corner lot with no hoa. this home has it all and a huge level lot. this is a must see and it won t last long. backyard is perfect for running around, with room for a vegetable garden and has a separate dog run. this 4 bedroom home with master down has a extra large 4th bedroom that can be used as a game room, and it walks out to a covered porch the width of the house. no carpet on the first floor, no popcorn ceiling!!!!"
"This adorable home was completely gutted down to the sheetrock, all popcorn was removed from the ceilings and the interior and exterior were painted. Hand-scraped acacia wood floors grace the Livingroom, kitchen, hallway and both bedrooms. All interior doors were replaced. The beautiful metal front door has ornate black iron between two panes of glass allowing just the right amount of light to pour in. The living and dining rooms have a wall full of windows with 2” blinds allowing plenty of light to flow in all the way up the vaulted ceilings. LIVING ROOM: The focal point of the living room is the antique quarter sawn oak fireplace mantle with pebble stone hearth purchased from Hunstman Antiques at the Austin Antique Mall, there is 1 ceiling fan, and vaulted ceilings. DINING ROOM:  The dining room gets tons of natural light from a large window. Open the French doors and step into the backyard on the 16 x 16 paverstone patio. KITCHEN: The maple wood custom kitchen cabinets with Brushed Bronze twisted wire door and drawer pulls are manufactured and warranted by Mid-Century (Signature Series) from Under Budget Kitchens and painted antique white with chocolate glaze.  There is 3” crown molding at the top, a hidden pull-out trash and recycle bin, 2 pull-out trays, a 2 shelf Lazy Susan, appliance garage, cabinets over the refrigerator and a pair of glass cabinet doors to display your beautiful dishes. The granite counter tops from Tileworks are in “white honey” with Ogee polished edges. The area is well lit by 5 recessed lights in the ceiling, under cabinet lighting and a Tiffany 4-light drop rail fixture over the 8 ½ deep copper sink. Stainless Steel “Gallery” by Frigidaire appliance package includes:  side by side refrigerator, microwave, exhaust fan that vents to the outside, 5 burner gas stove and dishwasher. The large window in the kitchen looks into the backyard.  MASTER-BEDROOM: Spacious in size the room measures 11.5 x 15, has 1 ceiling fan, 2 closets with adjustable shelving and 1 closet with built in drawers.  MASTER-BATH: Dark Emperador, Pineapple Onyx and Crema Marfil marble grace the floor and go 1/2 way up the wall with elongated glass tiles accented by 4 x 4 “Fleur-de-Les” tiles. Pineapple Onyx marble covers floor to ceiling on the shower walls. 2 recessed fixtures offer plenty of light in the shower. Delta shower heads are in Brushed Bronze. Mid-Century (Signature Series) cabinets with 8 drawers for storage, appliance garage with storage shelves above and towel cabinet over the commode have Brushed Bronze color “Fleur-de-Les” drawer pulls. The “White Honey” granite counter tops host the oval hand hammered copper sink with Delta faucet. In addition to the light over the sink there is an exhaust fan/light/heater. The heater keeps you very warm on cool days! HALL BATH: This room is so “shabby chic” with a vintage flair!  “White Carrera” marble covers the floor and ½ way up the wall. The chandelier hanging over the claw foot bathtub and the Escolona Glass “shell” fixture light up the vintage style vanity. This bathroom also has an exhaust fan/light/heater providing extra light and heat.  BEDROOM #2:  This 15 x 11 bedroom is currently being used as an office with a large window looking out at the front yard. There is a walk in closet with adjustable shelves. This very well cared for home is being sold by the owner/agent.           ***For Sale by Owner/Agent***


",235000.0,"this adorable home was completely gutted down to the sheetrock, all popcorn was removed from the ceilings and the interior and exterior were painted. hand-scraped acacia wood floors grace the livingroom, kitchen, hallway and both bedrooms. all interior doors were replaced. the beautiful metal front door has ornate black iron between two panes of glass allowing just the right amount of light to pour in. the living and dining rooms have a wall full of windows with 2 blinds allowing plenty of light to flow in all the way up the vaulted ceilings. living room the focal point of the living room is the antique quarter sawn oak fireplace mantle with pebble stone hearth purchased from hunstman antiques at the austin antique mall, there is 1 ceiling fan, and vaulted ceilings. dining room the dining room gets tons of natural light from a large window. open the french doors and step into the backyard on the 16 x 16 paverstone patio. kitchen the maple wood custom kitchen cabinets with brushed bronze twisted wire door and drawer pulls are manufactured and warranted by mid-century signature series from under budget kitchens and painted antique white with chocolate glaze. there is 3 crown molding at the top, a hidden pull-out trash and recycle bin, 2 pull-out trays, a 2 shelf lazy susan, appliance garage, cabinets over the refrigerator and a pair of glass cabinet doors to display your beautiful dishes. the granite counter tops from tileworks are in white honey with ogee polished edges. the area is well lit by 5 recessed lights in the ceiling, under cabinet lighting and a tiffany 4-light drop rail fixture over the 8 deep copper sink. stainless steel gallery by frigidaire appliance package includes side by side refrigerator, microwave, exhaust fan that vents to the outside, 5 burner gas stove and dishwasher. the large window in the kitchen looks into the backyard. master-bedroom spacious in size the room measures 11.5 x 15, has 1 ceiling fan, 2 closets with adjustable shelving and 1 closet with built in drawers. master-bath dark emperador, pineapple onyx and crema marfil marble grace the floor and go 1/2 way up the wall with elongated glass tiles accented by 4 x 4 fleur-de-les tiles. pineapple onyx marble covers floor to ceiling on the shower walls. 2 recessed fixtures offer plenty of light in the shower. delta shower heads are in brushed bronze. mid-century signature series cabinets with 8 drawers for storage, appliance garage with storage shelves above and towel cabinet over the commode have brushed bronze color fleur-de-les drawer pulls. the white honey granite counter tops host the oval hand hammered copper sink with delta faucet. in addition to the light over the sink there is an exhaust fan/light/heater. the heater keeps you very warm on cool days! hall bath this room is so shabby chic with a vintage flair! white carrera marble covers the floor and way up the wall. the chandelier hanging over the claw foot bathtub and the escolona glass shell fixture light up the vintage style vanity. this bathroom also has an exhaust fan/light/heater providing extra light and heat. bedroom 2 this 15 x 11 bedroom is currently being used as an office with a large window looking out at the front yard. there is a walk in closet with adjustable shelves. this very well cared for home is being sold by the owner/agent. for sale by owner/agent"
"Lowest priced in this coveted neighborhood with excellent schools.  This home has had major upgrades in the last three  years.  Hardwood throughout other than wet areas, tankless water heater, HVAC, granite counters in kitchen and master bath (2018), new cooktop, sink (2018) and many more.  The backyard is private and cozy and great for outdoor entertaining and enjoyment.  This beautiful home is available immediately and awaiting its new owner.  Refrigerator, washer dryer do not convey, but is negotiable.",498500.0,"lowest priced in this coveted neighborhood with excellent schools. this home has had major upgrades in the last three years. hardwood throughout other than wet areas, tankless water heater, hvac, granite counters in kitchen and master bath 2018 , new cooktop, sink 2018 and many more. the backyard is private and cozy and great for outdoor entertaining and enjoyment. this beautiful home is available immediately and awaiting its new owner. refrigerator, washer dryer do not convey, but is negotiable."
"Fantastic remodel opportunity in Wells Branch! In need of some TLC, but home is structurally sound and sold AS-IS. Great for real estate investors or buyers ready to restore this fixer upper to its full potential! Home features include 4 bedrooms/2 baths, gorgeous stone fireplace, large picture windows, and a spacious lot with custom landscaping and beautiful curb appeal. Close to I-35 and Mopac access, shopping, Pflugerville ISD schools, Dell, and future Apple campus! Don't miss out on this gem!  ***Multiple offers received. Please submit your highest and best offer by Wednesday, 5/8/19 at 5 pm.",299000.0,"fantastic remodel opportunity in wells branch! in need of some tlc, but home is structurally sound and sold as-is. great for real estate investors or buyers ready to restore this fixer upper to its full potential! home features include 4 bedrooms/2 baths, gorgeous stone fireplace, large picture windows, and a spacious lot with custom landscaping and beautiful curb appeal. close to i-35 and mopac access, shopping, pflugerville isd schools, dell, and future apple campus! don t miss out on this gem! multiple offers received. please submit your highest and best offer by wednesday, 5/8/19 at 5 pm."
"Fabulous floor plan with lots of natural light.  Peaceful Backyard Setting with a huge deck and mature trees.Very convenient North Austin location, minutes to Domain and only 3 miles to new Apple Campus. LOCATION, LOCATION!! EXCELLENT schools including Westwood high. Fresh Interior paint and new carpet.  This house is also available for lease at $2,750.",375000.0,"fabulous floor plan with lots of natural light. peaceful backyard setting with a huge deck and mature trees.very convenient north austin location, minutes to domain and only 3 miles to new apple campus. location, location!! excellent schools including westwood high. fresh interior paint and new carpet. this house is also available for lease at ."
"Adorable one story house, fresh paint, high ceilings, wood floors, fabulous airy floor plan with no wasted space. Open kitchen, mother-in-law bedroom set up, master in the back, two other bedrooms in the front. Low property taxes in this area, Round Rock acclaimed schools! 2019 replaced HVAC, 2018 replaced water heater, 2015 replaced floors. Vacant, clean and ready for a new owner. Don't miss out.",340000.0,"adorable one story house, fresh paint, high ceilings, wood floors, fabulous airy floor plan with no wasted space. open kitchen, mother-in-law bedroom set up, master in the back, two other bedrooms in the front. low property taxes in this area, round rock acclaimed schools! 2019 replaced hvac, 2018 replaced water heater, 2015 replaced floors. vacant, clean and ready for a new owner. don t miss out."
"This exceptional home is on a cul-de-sac and backs to beautiful Great Hills Park enjoy the views and great trails. Also large main level patio overlooking 40-ft Cody Pool heated with hot tub and waterfall. Some of the upgrades include oak flooring/paint/silestone counters & kitchen appliances. All 29 windows replaced in 2016. UPPER LEVEL 3 bedrooms/including master) 2 full bath's and 2 living LOWER Level/1 bedroom with full bathroom & 3rd living,  Also two laundry rooms 1 on each level.",689790.0,"this exceptional home is on a cul-de-sac and backs to beautiful great hills park enjoy the views and great trails. also large main level patio overlooking 40-ft cody pool heated with hot tub and waterfall. some of the upgrades include oak flooring/paint/silestone counters kitchen appliances. all 29 windows replaced in 2016. upper level 3 bedrooms/including master 2 full bath s and 2 living lower level/1 bedroom with full bathroom 3rd living, also two laundry rooms 1 on each level."
"Beautiful one story, 3bd/2 full bath/2 car garage home in northwest Austin area. Open floor with fireplace in family room. New sidings, hardwood floor, freestanding range, and dishwasher. quarter-acre lot with mature trees!  In a quiet, established neighborhood. Half-block to Balcones District Park, miles of nature trails, playgrounds, sports courts & pool. Minutes to The Domain, Major employers Apple, NI, IBM etc. Vacant, schedule with CSS as a courtesy. Please text listing agent before show! Multiple offers, best offer Sunday (5/20) 5pm!",299900.0,"beautiful one story, 3bd/2 full bath/2 car garage home in northwest austin area. open floor with fireplace in family room. new sidings, hardwood floor, freestanding range, and dishwasher. quarter-acre lot with mature trees! in a quiet, established neighborhood. half-block to balcones district park, miles of nature trails, playgrounds, sports courts pool. minutes to the domain, major employers apple, ni, ibm etc. vacant, schedule with css as a courtesy. please text listing agent before show! multiple offers, best offer sunday 5/20 5pm!"
"2211 Waterway Bnd, Austin, TX 78728 is a single family home that contains 1,597 sq ft and was built in 1985. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $342,625. The Rent Zestimate for this home is $1,849/mo. ",155900.0,"2211 waterway bnd, austin, tx 78728 is a single family home that contains 1,597 sq ft and was built in 1985. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"7915 Parliament Pl, Austin, TX 78759 is a townhome home that contains 1,616 sq ft and was built in 1979. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $275,029. The Rent Zestimate for this home is $1,750/mo. ",199900.0,"7915 parliament pl, austin, tx 78759 is a townhome home that contains 1,616 sq ft and was built in 1979. it contains 3 bedrooms and 3 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"12601 Barricks Cv, Austin, TX 78727 is a single family home that contains 1,656 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $508,429. The Rent Zestimate for this home is $2,100/mo. ",405000.0,"12601 barricks cv, austin, tx 78727 is a single family home that contains 1,656 sq ft and was built in 1983. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Beautifully updated 3 bedroom, 2.5 bath home in Northwest Hills Ranch! Half acre wooded lot on quiet road with country feel. All 3 bedrooms on the second floor. Flex room off the living room. Large laundry/utility room off the kitchen with pantry & access to the backyard. Walking distance to Laurel Mountain ES.Updates include - new paint on kitchen cabinets, new backsplash tile, new paint throughout the interior, new light fixtures & carpet, new front door. Both HVAC units replaced- 2018 & 2019. No HOA.",550000.0,"beautifully updated 3 bedroom, 2.5 bath home in northwest hills ranch! half acre wooded lot on quiet road with country feel. all 3 bedrooms on the second floor. flex room off the living room. large laundry/utility room off the kitchen with pantry access to the backyard. walking distance to laurel mountain es.updates include - new paint on kitchen cabinets, new backsplash tile, new paint throughout the interior, new light fixtures carpet, new front door. both hvac units replaced- 2018 2019. no hoa."
"3702 Northfield Rd, Austin, TX 78727 is a single family home that contains 1,947 sq ft and was built in 1976. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $493,046. The Rent Zestimate for this home is $2,093/mo. ",424888.0,"3702 northfield rd, austin, tx 78727 is a single family home that contains 1,947 sq ft and was built in 1976. it contains 4 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Fantastic opportunity for income property in great location! This 3 bedroom/2.5 bathroom with 2-car garage will not last! Tenant occupied until end of Jan. 2018--limited showing availability: Weekdays 9-2pm by appt. w/agent only. Galley kitchen, spacious family room/dining area w/stone fireplace, utility room with built-ins and bathroom on main. 2 courtyard/patio areas--1 in front & 1 in back for Texas outdoor living. Large master w/ double vanity, + 2 more bedrooms upstairs. Highly rated schools!",222000.0,"fantastic opportunity for income property in great location! this 3 bedroom/2.5 bathroom with 2-car garage will not last! tenant occupied until end of jan. 2018--limited showing availability weekdays 9-2pm by appt. w/agent only. galley kitchen, spacious family room/dining area w/stone fireplace, utility room with built-ins and bathroom on main. 2 courtyard/patio areas--1 in front 1 in back for texas outdoor living. large master w/ double vanity, 2 more bedrooms upstairs. highly rated schools!"
"4202 Cumbria Ln, Austin, TX 78727 is a single family home that contains 1,848 sq ft and was built in 1983. It contains 4 bedrooms and 2.5 bathrooms. 
 
The Zestimate for this house is $487,317. The Rent Zestimate for this home is $2,000/mo. ",203000.0,"4202 cumbria ln, austin, tx 78727 is a single family home that contains 1,848 sq ft and was built in 1983. it contains 4 bedrooms and 2.5 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"12202 Antoinette Pl, Austin, TX 78727 is a single family home that contains 2,218 sq ft and was built in 1983. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $511,917. The Rent Zestimate for this home is $2,234/mo. ",455000.0,"12202 antoinette pl, austin, tx 78727 is a single family home that contains 2,218 sq ft and was built in 1983. it contains 4 bedrooms and 3 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Like New! One of a kind recently updated 4 bedroom/4 full bath home in the Great Hills area. Master bedroom, office, and 2 full baths are located downstairs, the office has a separate entrance to a full bath that could be used as 5th bdrm, 2 living rooms or a game room. Recent updates include but are not limited to new wood and porcelain tile flooring, fresh paint inside and out, updated kitchen includes new granite counters, glass tile backsplash, stainless steel appliances, can lighting, sink, and faucet, cabinets freshly painted. Downstairs baths have new granite counters, framed mirrors, new flooring, new master shower, All baths have freshly painted cabinets, all new fixtures/hardware/lighting, and toilets! 2 HVAC units. Huge private lot w/inground swimming pool (replastered 8/2018), gazebo, new irrigation, landscaping & wood fence. No HOA. Take a short walk to Great Hill Park Trail which is a 2.3-mile walking trail/loop.",619000.0,"like new! one of a kind recently updated 4 bedroom/4 full bath home in the great hills area. master bedroom, office, and 2 full baths are located downstairs, the office has a separate entrance to a full bath that could be used as 5th bdrm, 2 living rooms or a game room. recent updates include but are not limited to new wood and porcelain tile flooring, fresh paint inside and out, updated kitchen includes new granite counters, glass tile backsplash, stainless steel appliances, can lighting, sink, and faucet, cabinets freshly painted. downstairs baths have new granite counters, framed mirrors, new flooring, new master shower, all baths have freshly painted cabinets, all new fixtures/hardware/lighting, and toilets! 2 hvac units. huge private lot w/inground swimming pool replastered 8/2018 , gazebo, new irrigation, landscaping wood fence. no hoa. take a short walk to great hill park trail which is a 2.3-mile walking trail/loop."
"2401 Rodeo Dr, Austin, TX 78727 is a single family home that contains 3,106 sq ft and was built in 1996. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $523,636. The Rent Zestimate for this home is $2,700/mo. ",449000.0,"2401 rodeo dr, austin, tx 78727 is a single family home that contains 3,106 sq ft and was built in 1996. it contains 4 bedrooms and 3 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"UPDATED! Only a block away from Katherine Fleischer Park and community pool, this location is perfect for families and cannot be beat! 4 spacious bds & 2 bths make up this perfectly laid out home. The updated kitchen has granite countertops & SS apps & opens into the light filled living room. Gorgeous laminate floors throughout the house with tile in the bths. Step out into the tree shaded backyard w/ a brand new deck, perfect for summer BBQ's. All new paint throughout! Amazing price for an amazing home!!",285000.0,"updated! only a block away from katherine fleischer park and community pool, this location is perfect for families and cannot be beat! 4 spacious bds 2 bths make up this perfectly laid out home. the updated kitchen has granite countertops ss apps opens into the light filled living room. gorgeous laminate floors throughout the house with tile in the bths. step out into the tree shaded backyard w/ a brand new deck, perfect for summer bbq s. all new paint throughout! amazing price for an amazing home!!"
"10645 Floral Park Dr, Austin, TX 78759 is a single family home that contains 2,559 sq ft and was built in 1984. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $648,851. The Rent Zestimate for this home is $2,800/mo. ",600000.0,"10645 floral park dr, austin, tx 78759 is a single family home that contains 2,559 sq ft and was built in 1984. it contains 4 bedrooms and 3 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"This modern farmhouse has personality and is a one of a kind gem in the Millwood neighborhood. This is a thoughtful and quality, high-end remodel with pin point attention to detail constrcuted with true craftsmanship. It looks just as good in person as it does in the photos. This is NOT one of those remodels where it looks pretty but then you pay for an inspection and the ""guts"" of the home fails the inspection. The guts/parts of the home are in as great of shape as the finish outs. The roof and A/C unit are only a few years old, brand new water heater, new double pane windows, freshly blown insulation in the attic, good siding. Every inch inside the home is brand new. New floors, new paint, no popcorn, new flooring, new lighting, new baseboards, new shower, new tub, new tile, new closet, new EVERYTHING. Walk in closet galore. This is a well thought out closet with adjustable shelves and rooms for hanging garment bags. Your covered back patio has wood slat details in the ceiling.",409900.0,"this modern farmhouse has personality and is a one of a kind gem in the millwood neighborhood. this is a thoughtful and quality, high-end remodel with pin point attention to detail constrcuted with true craftsmanship. it looks just as good in person as it does in the photos. this is not one of those remodels where it looks pretty but then you pay for an inspection and the guts of the home fails the inspection. the guts/parts of the home are in as great of shape as the finish outs. the roof and a/c unit are only a few years old, brand new water heater, new double pane windows, freshly blown insulation in the attic, good siding. every inch inside the home is brand new. new floors, new paint, no popcorn, new flooring, new lighting, new baseboards, new shower, new tub, new tile, new closet, new everything. walk in closet galore. this is a well thought out closet with adjustable shelves and rooms for hanging garment bags. your covered back patio has wood slat details in the ceiling."
"12306 Tipperary Cv, Austin, TX 78759 is a single family home that contains 1,531 sq ft and was built in 1981. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $478,491. The Rent Zestimate for this home is $1,995/mo. ",387000.0,"12306 tipperary cv, austin, tx 78759 is a single family home that contains 1,531 sq ft and was built in 1981. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"12127 Cabana Ln, Austin, TX 78727 is a single family home that contains 1,941 sq ft and was built in 1981. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $450,894. The Rent Zestimate for this home is $2,000/mo. ",359900.0,"12127 cabana ln, austin, tx 78727 is a single family home that contains 1,941 sq ft and was built in 1981. it contains 3 bedrooms and 3 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Stunning Great Hills home on cul-de-sac with pool/spa & resort like backyard! Wonderful floor plan w/ living, dining & kitchen down and bedrooms & laundry upstairs. Updated kitchen, bathrooms, wood floors, decorator paint colors & huge Pella windows bring the natural beauty indoors & keep it light & bright! Spacious master bdrm offers updated bath, 2 walk-in closets & walk out balcony. Outdoor Living offers a perfect space to unwind, relax & restore your soul after a busy day! Great home for entertaining!",598000.0,"stunning great hills home on cul-de-sac with pool/spa resort like backyard! wonderful floor plan w/ living, dining kitchen down and bedrooms laundry upstairs. updated kitchen, bathrooms, wood floors, decorator paint colors huge pella windows bring the natural beauty indoors keep it light bright! spacious master bdrm offers updated bath, 2 walk-in closets walk out balcony. outdoor living offers a perfect space to unwind, relax restore your soul after a busy day! great home for entertaining!"
"5809 Miramonte Dr, Austin, TX 78759 is a single family home that contains 3,495 sq ft and was built in 1996. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $928,574. The Rent Zestimate for this home is $2,895/mo. ",735000.0,"5809 miramonte dr, austin, tx 78759 is a single family home that contains 3,495 sq ft and was built in 1996. it contains 4 bedrooms and 3 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"This SMART HOME with security cameras will wrap it's warmth around you the minute you enter. Recent, incredible remodeled home in a beautiful neighborhood. New HVAC, and hardwood floors throughout. New lighting and fans with large gourmet kitchen with custom cabinets, granite countertops, and travertine backsplash. Very open floor plan that is great for entertaining. Come see this wonderful home with easy access to Mopac and I-35. Very convenient to The Domain, The Arboretum, and The Tech Corridor.",375000.0,"this smart home with security cameras will wrap it s warmth around you the minute you enter. recent, incredible remodeled home in a beautiful neighborhood. new hvac, and hardwood floors throughout. new lighting and fans with large gourmet kitchen with custom cabinets, granite countertops, and travertine backsplash. very open floor plan that is great for entertaining. come see this wonderful home with easy access to mopac and i-35. very convenient to the domain, the arboretum, and the tech corridor."
"Don't miss out on this move in ready one story home!One of a kind single story living on park like culdesac.Designer touches thruout.Updated kitchen w/ soft close cabinet doors,5 gas burner, SS appls.Gorgeous stone fireplace in family rm & beautiful wood floors.Master bath has walk in shower & his/her closets Windows have been replaced.Water heater and HVAC replaced this year.Updated baths.Large private fenced backyard.Close to Domain's restaurants, shopping & night life.Your home search will stop here.",389000.0,"don t miss out on this move in ready one story home!one of a kind single story living on park like culdesac.designer touches thruout.updated kitchen w/ soft close cabinet doors,5 gas burner, ss appls.gorgeous stone fireplace in family rm beautiful wood floors.master bath has walk in shower his/her closets windows have been replaced.water heater and hvac replaced this year.updated baths.large private fenced backyard.close to domain s restaurants, shopping night life.your home search will stop here."
